Order_ID,Warehouse_ID,Ship_Date,Delivery_Date,Delivery_Status,Return_Status,Return_Reason
43177,7,20-12-2023,24-12-2023,On-time,No,None
43178,1,06-10-2023,10-10-2023,On-time,No,None
43179,5,10-05-2023,12-05-2023,On-time,No,None
43180,8,18-01-2023,24-01-2023,Late,No,None
43181,9,23-06-2023,25-06-2023,On-time,No,None
43182,4,14-08-2023,20-08-2023,Late,No,None
43183,7,10-12-2023,13-12-2023,On-time,No,None
43184,6,07-09-2023,10-09-2023,On-time,No,None
43185,1,24-12-2023,30-12-2023,Late,Yes,Damaged
43186,6,11-04-2023,15-04-2023,On-time,No,None
43187,9,09-12-2023,15-12-2023,Late,No,None
43188,4,15-01-2023,17-01-2023,On-time,No,None
43189,9,04-09-2023,10-09-2023,Late,Yes,Wrong Item
43190,3,10-03-2023,12-03-2023,On-time,No,None
43191,6,21-06-2023,23-06-2023,On-time,No,None
43192,8,02-03-2023,08-03-2023,Late,No,None
43193,10,15-09-2023,21-09-2023,Late,Yes,Late
43194,5,15-09-2023,18-09-2023,On-time,No,None
43195,2,18-05-2023,24-05-2023,Late,Yes,Wrong Item
43196,6,18-10-2023,24-10-2023,Late,Yes,Wrong Item
43197,2,25-11-2023,01-12-2023,Late,Yes,Late
43198,4,16-12-2023,19-12-2023,On-time,No,None
43199,2,26-02-2023,01-03-2023,On-time,No,None
43200,8,12-05-2023,17-05-2023,Late,Yes,Late
43201,1,18-02-2023,23-02-2023,Late,No,None
43202,9,06-06-2023,11-06-2023,Late,Yes,Late
43203,4,23-08-2023,25-08-2023,On-time,No,None
43204,2,09-06-2023,11-06-2023,On-time,No,None
43205,7,17-01-2023,20-01-2023,On-time,No,None
43206,10,14-10-2023,16-10-2023,On-time,No,None
43207,7,08-06-2023,11-06-2023,On-time,No,None
43208,4,07-11-2023,10-11-2023,On-time,No,None
43209,8,12-08-2023,14-08-2023,On-time,No,None
43210,1,04-06-2023,07-06-2023,On-time,No,None
43211,9,20-02-2023,22-02-2023,On-time,No,None
43212,2,18-08-2023,21-08-2023,On-time,No,None
43213,3,10-12-2023,12-12-2023,On-time,No,None
43214,8,14-12-2023,17-12-2023,On-time,No,None
43215,3,27-03-2023,30-03-2023,On-time,No,None
43216,9,07-04-2023,13-04-2023,Late,Yes,Wrong Item
43217,6,10-08-2023,13-08-2023,On-time,No,None
43218,7,19-03-2023,21-03-2023,On-time,No,None
43219,3,15-04-2023,20-04-2023,Late,No,None
43220,8,28-02-2023,04-03-2023,On-time,No,None
43221,1,07-12-2023,12-12-2023,Late,Yes,Late
43222,8,29-09-2023,05-10-2023,Late,No,None
43223,5,20-02-2023,22-02-2023,On-time,No,None
43224,5,15-06-2023,18-06-2023,On-time,No,None
43225,9,23-12-2023,25-12-2023,On-time,No,None
43226,1,21-10-2023,26-10-2023,Late,No,None
43227,3,13-05-2023,18-05-2023,Late,Yes,Late
43228,3,04-05-2023,07-05-2023,On-time,No,None
43229,1,23-07-2023,28-07-2023,Late,No,None
43230,5,02-12-2023,07-12-2023,Late,No,None
43231,2,12-12-2023,15-12-2023,On-time,No,None
43232,1,13-12-2023,18-12-2023,Late,No,None
43233,9,11-11-2023,14-11-2023,On-time,No,None
43234,1,14-09-2023,20-09-2023,Late,No,None
43235,10,31-08-2023,02-09-2023,On-time,No,None
43236,6,30-09-2023,05-10-2023,Late,No,None
43237,5,10-11-2023,12-11-2023,On-time,No,None
43238,8,29-10-2023,04-11-2023,Late,Yes,Late
43239,7,21-09-2023,25-09-2023,On-time,No,None
43240,9,27-01-2023,30-01-2023,On-time,No,None
43241,6,24-09-2023,26-09-2023,On-time,No,None
43242,7,28-05-2023,03-06-2023,Late,No,None
43243,2,19-02-2023,24-02-2023,Late,Yes,Wrong Item
43244,1,04-12-2023,06-12-2023,On-time,No,None
43245,9,12-12-2023,15-12-2023,On-time,No,None
43246,6,30-09-2023,06-10-2023,Late,No,None
43247,10,15-07-2023,19-07-2023,On-time,No,None
43248,9,11-02-2023,13-02-2023,On-time,No,None
43249,8,09-03-2023,14-03-2023,Late,No,None
43250,6,12-09-2023,15-09-2023,On-time,No,None
43251,5,13-12-2023,19-12-2023,Late,Yes,Wrong Item
43252,1,15-02-2023,21-02-2023,Late,No,None
43253,2,24-11-2023,29-11-2023,Late,Yes,Damaged
43254,9,29-08-2023,03-09-2023,Late,No,None
43255,5,05-09-2023,08-09-2023,On-time,No,None
43256,2,09-06-2023,11-06-2023,On-time,No,None
43257,2,02-08-2023,05-08-2023,On-time,No,None
43258,2,12-12-2023,18-12-2023,Late,No,None
43259,6,05-07-2023,08-07-2023,On-time,No,None
43260,8,26-02-2023,03-03-2023,Late,Yes,Wrong Item
43261,6,02-04-2023,04-04-2023,On-time,No,None
43262,7,17-10-2023,23-10-2023,Late,No,None
43263,1,23-03-2023,26-03-2023,On-time,No,None
43264,4,18-12-2023,21-12-2023,On-time,No,None
43265,1,09-11-2023,12-11-2023,On-time,No,None
43266,3,18-06-2023,22-06-2023,On-time,No,None
43267,3,06-09-2023,10-09-2023,On-time,No,None
43268,4,09-04-2023,14-04-2023,Late,No,None
43269,8,19-07-2023,25-07-2023,Late,No,None
43270,3,17-02-2023,19-02-2023,On-time,No,None
43271,4,15-10-2023,19-10-2023,On-time,No,None
43272,9,13-12-2023,17-12-2023,On-time,No,None
43273,7,15-07-2023,21-07-2023,Late,Yes,Wrong Item
43274,7,13-07-2023,16-07-2023,On-time,No,None
43275,4,23-03-2023,29-03-2023,Late,No,None
43276,10,23-07-2023,29-07-2023,Late,No,None
43277,6,13-01-2023,19-01-2023,Late,No,None
43278,7,09-01-2023,12-01-2023,On-time,No,None
43279,7,16-10-2023,20-10-2023,On-time,No,None
43280,9,21-03-2023,25-03-2023,On-time,No,None
43281,2,05-03-2023,08-03-2023,On-time,No,None
43282,10,20-12-2023,26-12-2023,Late,No,None
43283,1,20-03-2023,22-03-2023,On-time,No,None
43284,9,01-03-2023,04-03-2023,On-time,No,None
43285,6,03-07-2023,06-07-2023,On-time,No,None
43286,10,12-02-2023,18-02-2023,Late,No,None
43287,2,18-01-2023,23-01-2023,Late,Yes,Wrong Item
43288,6,06-03-2023,09-03-2023,On-time,No,None
43289,5,13-06-2023,16-06-2023,On-time,No,None
43290,2,14-12-2023,20-12-2023,Late,No,None
43291,6,03-07-2023,07-07-2023,On-time,No,None
43292,4,20-05-2023,24-05-2023,On-time,No,None
43293,4,13-08-2023,18-08-2023,Late,No,None
43294,5,23-04-2023,26-04-2023,On-time,No,None
43295,8,01-07-2023,04-07-2023,On-time,No,None
43296,2,23-02-2023,01-03-2023,Late,No,None
43297,10,01-10-2023,07-10-2023,Late,No,None
43298,10,23-08-2023,29-08-2023,Late,No,None
43299,5,29-04-2023,01-05-2023,On-time,No,None
43300,2,24-11-2023,30-11-2023,Late,No,None
43301,3,05-05-2023,09-05-2023,On-time,No,None
43302,8,28-12-2023,30-12-2023,On-time,No,None
43303,1,27-08-2023,02-09-2023,Late,No,None
43304,9,26-12-2023,29-12-2023,On-time,No,None
43305,7,08-07-2023,14-07-2023,Late,Yes,Late
43306,5,26-02-2023,02-03-2023,On-time,No,None
43307,2,12-07-2023,18-07-2023,Late,Yes,Late
43308,6,17-01-2023,23-01-2023,Late,Yes,Late
43309,7,11-07-2023,14-07-2023,On-time,No,None
43310,9,03-02-2023,06-02-2023,On-time,No,None
43311,10,05-08-2023,10-08-2023,Late,No,None
43312,5,23-06-2023,25-06-2023,On-time,No,None
43313,6,28-05-2023,01-06-2023,On-time,No,None
43314,7,31-08-2023,03-09-2023,On-time,No,None
43315,8,18-10-2023,20-10-2023,On-time,No,None
43316,4,05-07-2023,10-07-2023,Late,Yes,Damaged
43317,10,09-12-2023,11-12-2023,On-time,No,None
43318,9,26-08-2023,29-08-2023,On-time,No,None
43319,1,11-12-2023,13-12-2023,On-time,No,None
43320,6,22-01-2023,28-01-2023,Late,Yes,Wrong Item
43321,3,16-05-2023,21-05-2023,Late,No,None
43322,4,01-07-2023,03-07-2023,On-time,No,None
43323,4,27-12-2023,31-12-2023,On-time,No,None
43324,5,28-04-2023,01-05-2023,On-time,No,None
43325,1,22-09-2023,25-09-2023,On-time,No,None
43326,4,15-01-2023,19-01-2023,On-time,No,None
43327,10,21-10-2023,23-10-2023,On-time,No,None
43328,7,09-08-2023,11-08-2023,On-time,No,None
43329,9,13-02-2023,16-02-2023,On-time,No,None
43330,5,29-04-2023,01-05-2023,On-time,No,None
43331,4,01-01-2024,03-01-2024,On-time,No,None
43332,7,28-01-2023,31-01-2023,On-time,No,None
43333,5,18-09-2023,23-09-2023,Late,Yes,Late
43334,1,10-09-2023,12-09-2023,On-time,No,None
43335,1,22-11-2023,27-11-2023,Late,No,None
43336,2,09-02-2023,13-02-2023,On-time,No,None
43337,2,15-04-2023,18-04-2023,On-time,No,None
43338,3,02-04-2023,07-04-2023,Late,Yes,Damaged
43339,5,16-01-2023,21-01-2023,Late,No,None
43340,8,06-01-2023,12-01-2023,Late,No,None
43341,9,17-09-2023,21-09-2023,On-time,No,None
43342,4,24-05-2023,29-05-2023,Late,No,None
43343,8,04-05-2023,09-05-2023,Late,No,None
43344,8,28-04-2023,03-05-2023,Late,No,None
43345,8,12-09-2023,14-09-2023,On-time,No,None
43346,7,12-09-2023,18-09-2023,Late,Yes,Wrong Item
43347,7,10-07-2023,15-07-2023,Late,No,None
43348,8,11-08-2023,15-08-2023,On-time,No,None
43349,7,26-11-2023,29-11-2023,On-time,No,None
43350,10,07-07-2023,12-07-2023,Late,Yes,Wrong Item
43351,1,13-10-2023,15-10-2023,On-time,No,None
43352,2,15-12-2023,21-12-2023,Late,Yes,Damaged
43353,8,24-05-2023,26-05-2023,On-time,No,None
43354,10,17-04-2023,21-04-2023,On-time,No,None
43355,1,04-04-2023,10-04-2023,Late,No,None
43356,2,23-02-2023,26-02-2023,On-time,No,None
43357,4,01-06-2023,06-06-2023,Late,Yes,Damaged
43358,8,24-11-2023,26-11-2023,On-time,No,None
43359,3,25-06-2023,30-06-2023,Late,No,None
43360,10,29-11-2023,02-12-2023,On-time,No,None
43361,6,12-12-2023,15-12-2023,On-time,No,None
43362,5,23-11-2023,26-11-2023,On-time,No,None
43363,8,22-01-2023,25-01-2023,On-time,No,None
43364,9,17-02-2023,19-02-2023,On-time,No,None
43365,4,26-09-2023,28-09-2023,On-time,No,None
43366,6,20-05-2023,26-05-2023,Late,No,None
43367,7,27-08-2023,02-09-2023,Late,Yes,Late
43368,3,14-02-2023,17-02-2023,On-time,No,None
43369,7,27-02-2023,02-03-2023,On-time,No,None
43370,4,17-02-2023,22-02-2023,Late,No,None
43371,1,27-10-2023,01-11-2023,Late,No,None
43372,6,16-09-2023,18-09-2023,On-time,No,None
43373,9,06-05-2023,08-05-2023,On-time,No,None
43374,3,07-12-2023,10-12-2023,On-time,No,None
43375,5,21-10-2023,24-10-2023,On-time,No,None
43376,10,08-03-2023,14-03-2023,Late,No,None
43377,10,09-07-2023,11-07-2023,On-time,No,None
43378,4,31-05-2023,06-06-2023,Late,Yes,Damaged
43379,8,23-01-2023,29-01-2023,Late,No,None
43380,10,19-07-2023,22-07-2023,On-time,No,None
43381,1,26-07-2023,29-07-2023,On-time,No,None
43382,7,13-03-2023,18-03-2023,Late,Yes,Wrong Item
43383,9,16-03-2023,22-03-2023,Late,Yes,Late
43384,2,01-11-2023,04-11-2023,On-time,No,None
43385,9,06-09-2023,11-09-2023,Late,Yes,Late
43386,9,02-08-2023,08-08-2023,Late,Yes,Damaged
43387,5,02-08-2023,05-08-2023,On-time,No,None
43388,6,18-11-2023,21-11-2023,On-time,No,None
43389,2,20-09-2023,25-09-2023,Late,No,None
43390,8,20-12-2023,23-12-2023,On-time,No,None
43391,9,05-04-2023,08-04-2023,On-time,No,None
43392,6,20-06-2023,26-06-2023,Late,No,None
43393,8,03-03-2023,06-03-2023,On-time,No,None
43394,5,14-12-2023,17-12-2023,On-time,No,None
43395,1,08-01-2023,13-01-2023,Late,Yes,Late
43396,2,17-04-2023,23-04-2023,Late,Yes,Damaged
43397,6,14-09-2023,20-09-2023,Late,Yes,Damaged
43398,10,02-01-2023,08-01-2023,Late,Yes,Damaged
43399,1,01-02-2023,05-02-2023,On-time,No,None
43400,10,06-12-2023,08-12-2023,On-time,No,None
43401,8,04-10-2023,07-10-2023,On-time,No,None
43402,9,04-07-2023,10-07-2023,Late,No,None
43403,7,29-07-2023,02-08-2023,On-time,No,None
43404,6,07-09-2023,11-09-2023,On-time,No,None
43405,10,08-09-2023,11-09-2023,On-time,No,None
43406,4,01-10-2023,04-10-2023,On-time,No,None
43407,7,29-10-2023,31-10-2023,On-time,No,None
43408,6,17-06-2023,19-06-2023,On-time,No,None
43409,4,19-06-2023,22-06-2023,On-time,No,None
43410,6,30-10-2023,05-11-2023,Late,Yes,Late
43411,3,21-12-2023,24-12-2023,On-time,No,None
43412,8,09-10-2023,15-10-2023,Late,No,None
43413,1,08-12-2023,10-12-2023,On-time,No,None
43414,9,16-07-2023,18-07-2023,On-time,No,None
43415,2,24-12-2023,28-12-2023,On-time,No,None
43416,9,29-09-2023,05-10-2023,Late,No,None
43417,3,18-11-2023,24-11-2023,Late,Yes,Damaged
43418,3,20-04-2023,22-04-2023,On-time,No,None
43419,7,21-06-2023,24-06-2023,On-time,No,None
43420,4,28-12-2023,31-12-2023,On-time,No,None
43421,7,13-04-2023,15-04-2023,On-time,No,None
43422,3,21-11-2023,25-11-2023,On-time,No,None
43423,10,16-03-2023,21-03-2023,Late,No,None
43424,3,19-11-2023,21-11-2023,On-time,No,None
43425,9,26-06-2023,29-06-2023,On-time,No,None
43426,10,25-09-2023,30-09-2023,Late,Yes,Damaged
43427,1,23-10-2023,27-10-2023,On-time,No,None
43428,2,27-11-2023,30-11-2023,On-time,No,None
43429,9,12-08-2023,16-08-2023,On-time,No,None
43430,8,30-06-2023,03-07-2023,On-time,No,None
43431,4,09-04-2023,12-04-2023,On-time,No,None
43432,1,18-12-2023,22-12-2023,On-time,No,None
43433,6,08-07-2023,13-07-2023,Late,No,None
43434,3,19-11-2023,25-11-2023,Late,Yes,Late
43435,1,01-10-2023,07-10-2023,Late,Yes,Damaged
43436,5,20-07-2023,25-07-2023,Late,No,None
43437,3,22-05-2023,25-05-2023,On-time,No,None
43438,8,17-12-2023,20-12-2023,On-time,No,None
43439,6,23-07-2023,25-07-2023,On-time,No,None
43440,7,29-06-2023,02-07-2023,On-time,No,None
43441,8,12-10-2023,18-10-2023,Late,No,None
43442,9,15-05-2023,20-05-2023,Late,No,None
43443,4,23-11-2023,26-11-2023,On-time,No,None
43444,4,19-12-2023,21-12-2023,On-time,No,None
43445,4,18-11-2023,21-11-2023,On-time,No,None
43446,5,07-08-2023,12-08-2023,Late,No,None
43447,3,15-11-2023,19-11-2023,On-time,No,None
43448,1,14-10-2023,18-10-2023,On-time,No,None
43449,2,08-08-2023,11-08-2023,On-time,No,None
43450,5,18-02-2023,20-02-2023,On-time,No,None
43451,5,18-10-2023,21-10-2023,On-time,No,None
43452,2,06-08-2023,10-08-2023,On-time,No,None
43453,6,19-10-2023,23-10-2023,On-time,No,None
43454,9,14-07-2023,18-07-2023,On-time,No,None
43455,1,28-09-2023,03-10-2023,Late,Yes,Late
43456,10,11-12-2023,16-12-2023,Late,No,None
43457,7,03-12-2023,05-12-2023,On-time,No,None
43458,4,29-07-2023,02-08-2023,On-time,No,None
43459,2,22-08-2023,27-08-2023,Late,Yes,Wrong Item
43460,9,03-05-2023,05-05-2023,On-time,No,None
43461,1,14-01-2023,18-01-2023,On-time,No,None
43462,6,24-03-2023,27-03-2023,On-time,No,None
43463,8,19-09-2023,22-09-2023,On-time,No,None
43464,3,04-01-2023,08-01-2023,On-time,No,None
43465,7,27-10-2023,01-11-2023,Late,No,None
43466,2,26-12-2023,30-12-2023,On-time,No,None
43467,4,17-06-2023,21-06-2023,On-time,No,None
43468,8,28-10-2023,02-11-2023,Late,No,None
43469,1,26-07-2023,28-07-2023,On-time,No,None
43470,10,23-02-2023,25-02-2023,On-time,No,None
43471,7,21-07-2023,25-07-2023,On-time,No,None
43472,5,19-02-2023,22-02-2023,On-time,No,None
43473,3,09-04-2023,13-04-2023,On-time,No,None
43474,7,22-06-2023,24-06-2023,On-time,No,None
43475,7,11-06-2023,17-06-2023,Late,Yes,Damaged
43476,9,22-11-2023,25-11-2023,On-time,No,None
43477,2,15-10-2023,18-10-2023,On-time,No,None
43478,10,24-02-2023,28-02-2023,On-time,No,None
43479,8,19-10-2023,24-10-2023,Late,No,None
43480,10,08-09-2023,14-09-2023,Late,Yes,Damaged
43481,2,26-05-2023,31-05-2023,Late,No,None
43482,5,25-03-2023,30-03-2023,Late,Yes,Wrong Item
43483,2,11-08-2023,14-08-2023,On-time,No,None
43484,6,25-04-2023,29-04-2023,On-time,No,None
43485,10,13-02-2023,17-02-2023,On-time,No,None
43486,9,15-04-2023,17-04-2023,On-time,No,None
43487,8,13-06-2023,15-06-2023,On-time,No,None
43488,3,16-07-2023,19-07-2023,On-time,No,None
43489,5,05-08-2023,09-08-2023,On-time,No,None
43490,2,08-03-2023,10-03-2023,On-time,No,None
43491,3,06-05-2023,09-05-2023,On-time,No,None
43492,6,16-02-2023,19-02-2023,On-time,No,None
43493,8,29-05-2023,31-05-2023,On-time,No,None
43494,8,30-05-2023,01-06-2023,On-time,No,None
43495,3,23-11-2023,26-11-2023,On-time,No,None
43496,8,26-05-2023,31-05-2023,Late,No,None
43497,3,13-12-2023,18-12-2023,Late,No,None
43498,5,03-03-2023,07-03-2023,On-time,No,None
43499,2,19-04-2023,23-04-2023,On-time,No,None
43500,1,01-07-2023,04-07-2023,On-time,No,None
43501,7,19-02-2023,24-02-2023,Late,No,None
43502,2,29-05-2023,03-06-2023,Late,No,None
43503,8,05-03-2023,10-03-2023,Late,No,None
43504,6,28-06-2023,04-07-2023,Late,Yes,Wrong Item
43505,9,31-12-2023,02-01-2024,On-time,No,None
43506,5,27-07-2023,30-07-2023,On-time,No,None
43507,6,22-12-2023,26-12-2023,On-time,No,None
43508,9,14-01-2023,20-01-2023,Late,No,None
43509,1,14-09-2023,16-09-2023,On-time,No,None
43510,2,20-05-2023,23-05-2023,On-time,No,None
43511,6,15-02-2023,17-02-2023,On-time,No,None
43512,9,10-06-2023,16-06-2023,Late,No,None
43513,2,03-09-2023,08-09-2023,Late,No,None
43514,8,25-05-2023,28-05-2023,On-time,No,None
43515,4,07-06-2023,11-06-2023,On-time,No,None
43516,1,15-11-2023,17-11-2023,On-time,No,None
43517,2,20-05-2023,22-05-2023,On-time,No,None
43518,7,02-05-2023,07-05-2023,Late,No,None
43519,7,18-05-2023,24-05-2023,Late,Yes,Late
43520,5,05-01-2023,10-01-2023,Late,No,None
43521,9,03-10-2023,08-10-2023,Late,No,None
43522,4,03-04-2023,07-04-2023,On-time,No,None
43523,10,07-07-2023,13-07-2023,Late,Yes,Damaged
43524,2,21-09-2023,25-09-2023,On-time,No,None
43525,9,16-09-2023,20-09-2023,On-time,No,None
43526,1,15-05-2023,20-05-2023,Late,No,None
43527,9,17-06-2023,22-06-2023,Late,Yes,Damaged
43528,10,19-01-2023,21-01-2023,On-time,No,None
43529,4,01-10-2023,03-10-2023,On-time,No,None
43530,8,19-03-2023,24-03-2023,Late,Yes,Late
43531,4,20-04-2023,26-04-2023,Late,Yes,Late
43532,10,12-08-2023,16-08-2023,On-time,No,None
43533,5,05-12-2023,07-12-2023,On-time,No,None
43534,10,20-08-2023,24-08-2023,On-time,No,None
43535,4,10-03-2023,16-03-2023,Late,No,None
43536,5,18-04-2023,22-04-2023,On-time,No,None
43537,7,09-08-2023,12-08-2023,On-time,No,None
43538,3,18-08-2023,23-08-2023,Late,No,None
43539,8,17-09-2023,19-09-2023,On-time,No,None
43540,3,06-05-2023,11-05-2023,Late,Yes,Late
43541,6,31-08-2023,02-09-2023,On-time,No,None
43542,3,18-09-2023,20-09-2023,On-time,No,None
43543,10,29-06-2023,03-07-2023,On-time,No,None
43544,4,23-11-2023,29-11-2023,Late,No,None
43545,8,10-02-2023,12-02-2023,On-time,No,None
43546,10,07-11-2023,12-11-2023,Late,Yes,Late
43547,2,13-01-2023,18-01-2023,Late,No,None
43548,1,28-09-2023,30-09-2023,On-time,No,None
43549,6,05-01-2023,07-01-2023,On-time,No,None
43550,2,08-09-2023,10-09-2023,On-time,No,None
43551,3,18-04-2023,23-04-2023,Late,Yes,Damaged
43552,10,02-01-2024,05-01-2024,On-time,No,None
43553,9,11-09-2023,17-09-2023,Late,No,None
43554,6,11-08-2023,13-08-2023,On-time,No,None
43555,8,20-01-2023,26-01-2023,Late,No,None
43556,5,03-04-2023,08-04-2023,Late,No,None
43557,3,27-08-2023,30-08-2023,On-time,No,None
43558,8,17-07-2023,19-07-2023,On-time,No,None
43559,1,09-06-2023,11-06-2023,On-time,No,None
43560,6,27-05-2023,30-05-2023,On-time,No,None
43561,9,20-11-2023,26-11-2023,Late,No,None
43562,7,20-06-2023,23-06-2023,On-time,No,None
43563,9,26-10-2023,29-10-2023,On-time,No,None
43564,4,08-04-2023,10-04-2023,On-time,No,None
43565,8,08-04-2023,11-04-2023,On-time,No,None
43566,2,03-08-2023,06-08-2023,On-time,No,None
43567,3,25-10-2023,27-10-2023,On-time,No,None
43568,2,30-09-2023,05-10-2023,Late,No,None
43569,5,05-08-2023,08-08-2023,On-time,No,None
43570,10,09-06-2023,15-06-2023,Late,No,None
43571,5,02-07-2023,06-07-2023,On-time,No,None
43572,10,08-07-2023,14-07-2023,Late,No,None
43573,8,29-03-2023,01-04-2023,On-time,No,None
43574,5,10-10-2023,16-10-2023,Late,Yes,Late
43575,3,21-10-2023,25-10-2023,On-time,No,None
43576,2,07-02-2023,13-02-2023,Late,Yes,Wrong Item
43577,2,29-05-2023,01-06-2023,On-time,No,None
43578,8,16-09-2023,19-09-2023,On-time,No,None
43579,9,27-04-2023,02-05-2023,Late,No,None
43580,3,26-02-2023,28-02-2023,On-time,No,None
43581,6,05-10-2023,08-10-2023,On-time,No,None
43582,7,04-08-2023,09-08-2023,Late,No,None
43583,10,13-02-2023,18-02-2023,Late,Yes,Wrong Item
43584,7,06-06-2023,11-06-2023,Late,Yes,Damaged
43585,1,04-02-2023,07-02-2023,On-time,No,None
43586,3,10-10-2023,12-10-2023,On-time,No,None
43587,4,27-10-2023,31-10-2023,On-time,No,None
43588,5,20-06-2023,25-06-2023,Late,No,None
43589,6,07-06-2023,12-06-2023,Late,No,None
43590,9,16-01-2023,18-01-2023,On-time,No,None
43591,4,25-09-2023,01-10-2023,Late,No,None
43592,1,03-10-2023,09-10-2023,Late,No,None
43593,1,09-06-2023,15-06-2023,Late,No,None
43594,1,26-08-2023,30-08-2023,On-time,No,None
43595,8,07-12-2023,10-12-2023,On-time,No,None
43596,9,12-02-2023,15-02-2023,On-time,No,None
43597,5,01-04-2023,03-04-2023,On-time,No,None
43598,4,29-11-2023,01-12-2023,On-time,No,None
43599,5,18-11-2023,23-11-2023,Late,No,None
43600,3,22-05-2023,25-05-2023,On-time,No,None
43601,7,01-10-2023,07-10-2023,Late,No,None
43602,9,01-05-2023,06-05-2023,Late,No,None
43603,7,26-04-2023,30-04-2023,On-time,No,None
43604,6,13-08-2023,16-08-2023,On-time,No,None
43605,7,24-07-2023,26-07-2023,On-time,No,None
43606,9,28-09-2023,03-10-2023,Late,Yes,Wrong Item
43607,10,06-12-2023,12-12-2023,Late,No,None
43608,3,17-09-2023,19-09-2023,On-time,No,None
43609,4,26-09-2023,01-10-2023,Late,Yes,Damaged
43610,10,26-05-2023,31-05-2023,Late,Yes,Wrong Item
43611,9,10-02-2023,16-02-2023,Late,No,None
43612,4,25-09-2023,27-09-2023,On-time,No,None
43613,4,23-09-2023,28-09-2023,Late,No,None
43614,6,14-11-2023,20-11-2023,Late,Yes,Wrong Item
43615,5,11-08-2023,16-08-2023,Late,No,None
43616,10,11-06-2023,14-06-2023,On-time,No,None
43617,7,30-10-2023,03-11-2023,On-time,No,None
43618,9,03-08-2023,07-08-2023,On-time,No,None
43619,7,02-03-2023,04-03-2023,On-time,No,None
43620,10,04-06-2023,09-06-2023,Late,No,None
43621,2,19-06-2023,25-06-2023,Late,Yes,Wrong Item
43622,2,23-02-2023,25-02-2023,On-time,No,None
43623,6,25-10-2023,29-10-2023,On-time,No,None
43624,5,13-01-2023,19-01-2023,Late,No,None
43625,4,11-06-2023,16-06-2023,Late,Yes,Damaged
43626,7,19-09-2023,25-09-2023,Late,No,None
43627,10,22-03-2023,27-03-2023,Late,No,None
43628,6,29-07-2023,01-08-2023,On-time,No,None
43629,6,29-09-2023,05-10-2023,Late,No,None
43630,8,01-03-2023,04-03-2023,On-time,No,None
43631,2,04-03-2023,07-03-2023,On-time,No,None
43632,9,17-02-2023,21-02-2023,On-time,No,None
43633,6,15-03-2023,20-03-2023,Late,Yes,Damaged
43634,8,12-07-2023,15-07-2023,On-time,No,None
43635,2,23-05-2023,29-05-2023,Late,Yes,Wrong Item
43636,9,07-09-2023,09-09-2023,On-time,No,None
43637,3,17-04-2023,20-04-2023,On-time,No,None
43638,9,03-12-2023,06-12-2023,On-time,No,None
43639,4,22-05-2023,24-05-2023,On-time,No,None
43640,7,02-03-2023,05-03-2023,On-time,No,None
43641,9,01-03-2023,05-03-2023,On-time,No,None
43642,4,13-04-2023,18-04-2023,Late,No,None
43643,5,23-07-2023,27-07-2023,On-time,No,None
43644,6,09-05-2023,12-05-2023,On-time,No,None
43645,5,20-12-2023,23-12-2023,On-time,No,None
43646,6,22-04-2023,27-04-2023,Late,No,None
43647,2,23-04-2023,27-04-2023,On-time,No,None
43648,9,10-06-2023,16-06-2023,Late,No,None
43649,6,17-04-2023,19-04-2023,On-time,No,None
43650,8,18-10-2023,21-10-2023,On-time,No,None
43651,9,17-06-2023,20-06-2023,On-time,No,None
43652,2,25-02-2023,01-03-2023,On-time,No,None
43653,3,16-12-2023,22-12-2023,Late,Yes,Damaged
43654,9,14-08-2023,20-08-2023,Late,No,None
43655,6,19-03-2023,25-03-2023,Late,No,None
43656,9,30-01-2023,05-02-2023,Late,Yes,Wrong Item
43657,2,01-04-2023,03-04-2023,On-time,No,None
43658,2,11-04-2023,16-04-2023,Late,No,None
43659,9,01-04-2023,04-04-2023,On-time,No,None
43660,2,11-02-2023,16-02-2023,Late,No,None
43661,5,01-05-2023,05-05-2023,On-time,No,None
43662,10,01-05-2023,04-05-2023,On-time,No,None
43663,5,02-12-2023,04-12-2023,On-time,No,None
43664,5,28-08-2023,02-09-2023,Late,Yes,Damaged
43665,4,27-02-2023,05-03-2023,Late,Yes,Damaged
43666,8,25-06-2023,27-06-2023,On-time,No,None
43667,7,12-06-2023,16-06-2023,On-time,No,None
43668,5,22-09-2023,27-09-2023,Late,No,None
43669,5,04-05-2023,06-05-2023,On-time,No,None
43670,6,11-12-2023,15-12-2023,On-time,No,None
43671,7,19-02-2023,22-02-2023,On-time,No,None
43672,8,20-08-2023,25-08-2023,Late,No,None
43673,10,07-06-2023,10-06-2023,On-time,No,None
43674,4,09-02-2023,14-02-2023,Late,No,None
43675,4,29-12-2023,01-01-2024,On-time,No,None
43676,6,06-05-2023,09-05-2023,On-time,No,None
43677,5,22-01-2023,27-01-2023,Late,No,None
43678,5,19-04-2023,23-04-2023,On-time,No,None
43679,1,27-12-2023,29-12-2023,On-time,No,None
43680,9,07-08-2023,09-08-2023,On-time,No,None
43681,2,03-07-2023,08-07-2023,Late,No,None
43682,8,24-04-2023,29-04-2023,Late,No,None
43683,5,16-04-2023,22-04-2023,Late,No,None
43684,9,13-12-2023,16-12-2023,On-time,No,None
43685,7,03-10-2023,09-10-2023,Late,No,None
43686,8,21-01-2023,26-01-2023,Late,No,None
